sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_5A,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_23,sg_24,sg_25,sg_26,sg_27,sg_28,sg_29,sg_30,sg_31,sg_32,sg_33,sg_34,sg_35,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_44,sg_45,sg_46,sg_47,sg_48,sg_49,sg_50,sg_51,sg_52,sg_53,sg_53A,sg_54,sg_55,sg_55A,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,sg_69,sg_70,sg_71,sg_72,sg_73,sg_74,sg_75,sg_76,sg_77,sg_78,sg_79,sg_80,sg_81,sg_81A,sg_81B,sg_82,sg_83,sg_84,sg_85,sg_85A,sg_85B,sg_86,sg_87,sg_88,sg_89,sg_90,sg_91,sg_92,sg_93,sg_93A,sg_93B,sg_93C,sg_93D,sg_93E,sg_93F,sg_93G,sg_93H,sg_93I,sg_93J,sg_93K,sg_93L,sg_94,sg_95,sg_96,sg_97,sg_98,sg_99,sg_100,sg_101,sg_102,sg_103,sg_104,sg_105,sg_105A,sg_106,sg_107,sg_108,sg_109,uk_1,uk_2,uk_3,uk_4,uk_5,uk_5A,uk_6,uk_6A,uk_7,uk_8,uk_9,uk_10,uk_10A,uk_10B,uk_11,uk_11A,uk_12,uk_13,uk_14,uk_15,uk_16,uk_17,uk_18,uk_19,uk_20,uk_21,uk_21A,uk_21B,uk_21C,uk_21D,uk_21E,uk_21F,uk_22,uk_23,uk_24,uk_25,uk_26,uk_27,uk_28,uk_29,uk_30,uk_31,uk_32,uk_33,uk_34,uk_35,uk_36,uk_37,uk_38,uk_39,uk_40,uk_41,uk_42,uk_43,uk_44,uk_45,uk_46,uk_47,uk_48,uk_49,uk_50,uk_51,uk_52,uk_53,uk_54,uk_55,uk_56,uk_57,uk_58,uk_59,uk_60,uk_60A,uk_62,uk_63,uk_64,uk_65,uk_66,uk_67,uk_68,uk_69,uk_70,uk_71,uk_72,uk_73,uk_74,uk_75,uk_76,uk_77,uk_78,uk_79,uk_80,uk_81,uk_82,uk_83,uk_83A,uk_84,uk_85,uk_86,uk_87,uk_88,uk_89,uk_90,uk_91,uk_92,uk_92A,uk_93,uk_94,uk_95,uk_96,uk_97,uk_98,uk_99,uk_99A,uk_100,uk_101,uk_102,uk_103,uk_104,uk_105,uk_106,uk_107,uk_108,uk_109,uk_110
sg_81B,11,12,82,19,26,38,33,41,41,57,42,55,26,35,49,10,22,34,22,20,32,34,23,36,19,25,38,52,32,52,45,21,39,60,59,54,28,34,39,57,16,61,31,15,65,54,25,57,52,62,28,41,60,52,17,59,33,36,84,90,54,76,13,17,40,20,20,13,9,36,36,23,16,22,31,33,47,19,29,0,32,42,18,24,36,0,58,64,27,15,51,30,39,33,55,37,46,33,22,19,40,33,19,51,30,33,41,40,37,33,21,19,59,27,72,26,52,11,31,37,46,21,30,33,20,21,47,16,22,9,19,41,24,41,67,29,74,57,71,38,34,83,92,38,47,52,45,21,37,60,48,52,59,63,36,19,25,22,22,36,43,28,34,37,57,16,64,31,15,65,54,26,13,27,42,55,26,49,49,10,35,22,20,32,31,23,36,19,13,17,40,80,18,53,18,47,56,62,47,46,33,10,9,40,40,26,54,26,22,47,23,49,46,57,8,23,44,38,0,32,20,18,37,35,69,75,35,59,53,70,61,76,53,17,57,26,41,59,45,17,31,60,33,52,35,15,25,22,33,41,5,10,11
sg_82,55,51,63,50,44,39,44,46,44,48,44,50,45,41,44,51,45,39,44,47,44,46,43,46,52,49,48,51,40,46,42,44,43,52,50,43,48,50,49,42,51,45,48,54,50,51,50,53,45,55,46,49,48,44,52,50,44,49,64,66,44,56,53,46,43,50,47,53,56,33,39,51,49,52,46,47,38,53,46,58,48,42,45,45,43,58,0,50,43,51,44,37,39,48,53,45,47,35,47,52,40,45,49,44,37,48,52,42,45,35,46,52,49,47,53,43,48,53,43,43,43,46,45,44,45,48,50,51,46,55,50,46,51,44,56,47,56,48,57,48,48,68,70,47,51,46,42,44,43,52,45,50,50,45,45,51,50,51,51,50,50,48,50,49,42,51,45,48,54,50,51,44,49,45,44,50,45,40,44,51,43,44,47,44,48,43,46,52,53,46,47,63,52,47,52,43,49,48,44,46,48,55,56,34,44,46,44,47,51,38,48,43,43,47,57,51,45,44,58,46,52,45,48,43,58,55,49,50,48,49,53,61,46,52,51,46,49,52,49,52,50,47,44,49,41,48,46,46,51,46,58,56,55
sg_83,59,58,64,54,52,49,51,49,48,51,50,51,55,51,53,59,53,47,49,52,48,49,49,45,56,55,49,48,52,48,52,53,48,52,53,48,49,51,50,51,56,52,50,58,53,54,53,54,51,53,51,52,56,52,55,53,52,50,69,73,53,63,58,56,53,54,54,55,60,50,52,55,50,54,51,51,41,56,50,64,51,54,51,53,49,64,50,0,44,53,52,50,49,47,50,49,43,48,49,55,48,50,55,52,50,47,43,51,49,48,50,55,48,54,59,49,49,60,53,52,45,51,53,48,54,52,50,57,54,61,54,49,53,48,54,51,59,51,58,49,48,67,72,46,54,48,52,53,48,52,49,46,53,55,52,54,57,57,54,51,54,49,51,51,51,56,54,50,58,53,54,52,58,51,50,51,55,52,53,59,51,49,52,48,48,49,45,56,58,56,51,61,57,49,57,54,55,59,51,46,50,59,60,49,52,51,51,53,53,41,54,52,45,56,62,54,51,50,64,50,56,51,53,51,53,56,52,50,51,57,52,61,53,57,55,51,52,53,50,54,50,56,48,52,49,56,53,54,51,48,63,61,59
sg_84,25,25,66,21,25,33,29,31,31,47,34,48,24,29,39,23,23,26,21,21,27,28,22,28,24,24,31,39,30,41,37,25,31,48,47,40,23,28,31,45,22,49,25,23,50,44,25,48,42,51,25,34,48,41,25,49,28,28,72,76,44,64,24,24,32,24,19,22,24,30,33,25,19,25,29,26,38,25,29,27,27,35,21,22,31,27,43,44,0,20,41,26,21,21,37,31,34,17,12,25,24,27,22,41,26,21,23,35,31,17,11,25,49,26,60,23,41,25,29,31,35,21,27,26,23,23,39,22,23,25,21,31,23,31,52,26,62,47,53,31,28,68,78,29,37,41,37,25,30,48,40,40,47,54,30,25,27,24,23,30,33,23,28,29,45,22,52,25,23,50,44,25,22,23,34,48,24,41,39,23,30,21,21,27,25,22,28,24,24,24,34,69,25,43,24,39,49,53,38,38,28,25,24,32,35,21,44,25,25,38,23,39,35,47,27,25,36,30,27,27,23,21,30,30,54,63,31,49,40,54,49,65,37,24,47,25,34,49,37,24,27,49,26,43,32,23,25,23,29,33,28,26,25
sg_85,14,15,73,17,20,31,27,34,33,47,35,50,19,30,42,15,15,26,15,16,25,27,16,29,15,20,32,43,27,44,39,16,34,51,51,47,20,27,32,49,16,53,25,16,56,47,21,53,44,53,21,35,53,46,13,52,26,30,73,80,43,66,14,16,34,16,16,11,14,29,30,18,16,17,26,28,41,16,23,15,27,35,15,19,30,15,51,53,20,0,44,23,31,25,46,29,38,25,17,15,34,28,12,44,23,25,33,35,29,25,16,15,52,22,64,22,43,16,26,31,37,13,24,26,15,16,41,14,19,15,17,34,22,33,59,22,65,47,62,32,27,75,82,31,41,44,39,16,32,51,41,41,51,53,32,18,23,20,20,33,36,20,27,30,49,16,56,25,16,56,47,20,10,21,35,50,19,43,42,15,32,15,16,25,25,16,29,15,14,16,33,72,18,47,18,40,46,55,37,39,28,14,14,33,34,22,46,22,17,41,20,41,37,51,13,20,38,31,15,27,17,15,31,29,62,66,30,52,46,63,53,70,45,17,48,20,35,54,40,17,26,52,26,46,29,16,21,19,29,36,15,14,14
sg_85A,48,46,62,42,42,38,39,41,41,42,41,49,41,35,46,45,40,37,41,42,41,42,40,39,44,35,42,42,36,45,43,38,42,49,47,43,42,41,42,48,43,47,40,43,51,47,39,48,42,53,41,44,47,45,44,45,37,37,64,69,47,60,44,41,42,44,42,46,49,39,41,45,42,46,40,37,41,46,39,51,41,42,39,41,39,51,44,52,41,44,0,38,42,41,46,40,41,38,44,42,38,41,42,0,38,41,42,39,40,38,44,42,47,41,53,43,41,47,41,38,45,43,39,38,39,39,40,41,39,46,42,41,44,41,53,39,54,42,52,42,41,66,72,40,40,45,43,38,42,49,42,46,47,49,37,46,42,44,45,47,44,42,41,41,48,43,50,40,43,51,47,42,48,36,41,49,41,44,46,45,40,41,42,41,41,40,39,44,44,41,39,60,45,44,44,43,45,47,43,40,45,48,49,40,44,40,45,38,45,41,43,40,45,48,48,44,34,39,51,43,43,39,44,43,52,55,42,47,42,54,50,60,46,49,48,41,44,51,43,46,44,48,38,43,40,43,42,39,40,45,50,45,48
sg_85B,24,25,65,27,21,28,25,32,33,42,32,44,21,24,35,27,20,24,19,24,21,22,19,28,25,25,31,40,28,41,35,21,34,48,46,44,24,27,31,43,25,43,26,27,53,47,25,50,42,51,22,36,44,41,22,46,24,30,67,73,40,62,26,24,34,21,25,25,26,26,25,27,24,26,26,29,37,25,25,30,31,31,22,19,25,30,37,50,26,23,38,0,30,28,35,27,34,25,26,24,32,27,24,38,0,28,34,32,27,25,25,24,47,21,56,27,42,26,25,27,38,25,26,27,22,23,35,24,22,26,27,32,27,33,51,26,58,42,58,31,24,69,77,31,39,41,35,21,33,48,39,43,46,47,30,26,25,26,25,32,35,24,27,29,43,25,46,26,27,53,47,21,26,24,32,44,21,38,35,27,27,19,24,21,26,19,28,25,26,24,33,64,25,41,25,37,46,51,33,38,29,26,26,29,32,24,35,23,25,37,22,37,38,48,27,26,36,33,30,32,27,22,31,26,57,58,30,44,45,54,48,62,44,28,41,23,36,49,37,25,28,47,27,41,25,25,24,22,28,35,28,25,24
sg_86,37,33,65,33,33,33,34,34,34,46,39,46,33,31,41,35,33,28,32,32,32,33,32,33,32,34,35,40,35,39,37,33,26,51,52,42,33,36,30,43,34,47,33,34,51,45,34,47,43,42,32,38,46,40,32,51,30,34,67,73,43,59,34,34,36,35,31,35,35,32,26,34,33,35,34,33,38,34,34,39,34,36,32,29,33,39,39,49,21,31,42,30,0,33,40,33,35,19,23,33,31,35,33,42,30,33,26,33,33,19,22,33,48,33,61,34,44,36,32,33,39,32,33,32,31,33,41,33,31,37,33,34,32,34,53,33,61,46,56,35,34,68,75,35,42,39,37,33,29,51,44,43,52,50,35,32,36,34,34,37,36,33,36,33,43,34,50,33,34,51,45,33,34,32,39,46,33,39,41,35,32,32,32,32,34,32,33,32,34,34,37,69,37,45,35,36,46,53,37,38,36,36,35,32,32,29,40,32,35,38,34,37,39,50,38,34,39,33,39,34,35,32,37,33,54,60,35,48,43,49,51,63,38,37,45,34,38,50,39,34,33,46,32,44,32,34,29,31,32,37,39,37,37
sg_87,32,31,65,29,30,33,29,36,36,42,34,45,31,33,40,32,29,29,26,27,29,30,27,34,26,27,35,45,30,41,37,30,34,44,46,44,26,30,34,47,30,47,29,29,50,45,29,45,40,47,30,34,49,30,31,47,28,29,69,73,42,61,30,30,33,30,28,28,31,31,30,29,27,30,27,29,40,31,28,33,29,33,29,29,31,33,48,47,21,25,41,28,33,0,33,30,39,28,20,31,32,31,28,41,28,0,22,36,30,28,21,31,48,30,53,27,40,32,30,32,35,28,28,30,28,29,37,29,29,33,29,36,29,36,51,29,58,42,53,35,30,67,74,34,40,41,37,30,33,44,39,40,46,46,31,33,29,30,31,32,35,26,30,33,47,30,50,29,29,50,45,30,29,31,34,45,31,39,40,32,32,26,27,29,27,27,34,26,30,30,36,68,29,44,30,38,47,50,35,38,30,32,31,33,33,27,45,28,30,40,31,40,35,48,32,31,39,30,33,28,29,29,30,30,53,60,31,46,37,59,47,58,41,33,45,30,34,46,29,23,31,46,30,42,26,30,25,29,30,33,33,31,32
sg_88,51,51,66,48,47,47,43,46,46,48,46,49,51,45,48,52,49,42,46,46,43,43,47,47,49,45,44,48,44,44,42,49,45,42,43,48,42,41,44,50,49,49,44,50,55,44,44,45,43,47,43,41,51,46,48,49,44,43,64,69,49,60,48,49,41,47,47,47,50,44,41,45,48,48,44,44,47,47,44,55,45,46,48,45,44,55,53,50,37,46,46,35,40,33,0,43,46,42,38,49,44,45,48,46,35,33,17,44,43,42,39,49,49,49,49,47,43,53,49,46,43,44,41,44,44,46,46,47,48,52,48,46,48,46,52,46,59,48,53,44,42,64,69,41,45,44,42,49,46,42,44,48,43,51,46,51,50,49,48,47,43,42,41,45,50,49,49,44,50,55,44,47,50,45,46,49,51,49,48,52,48,46,46,43,41,47,47,49,48,49,49,65,49,47,50,47,46,52,48,44,42,50,50,44,47,43,48,43,47,47,46,46,43,46,53,45,45,40,55,44,50,48,44,45,53,56,45,51,45,59,49,58,42,53,50,45,41,51,43,49,44,51,44,46,46,49,45,48,45,46,55,50,51
sg_89,33,28,66,31,20,30,30,31,31,46,29,38,24,31,34,31,26,26,23,26,25,24,23,29,29,28,33,41,31,40,32,26,33,48,45,45,29,28,33,43,31,42,27,33,50,44,27,47,41,50,27,37,46,39,30,46,26,31,64,69,37,59,30,30,34,28,30,31,33,27,29,29,30,30,32,31,37,30,30,37,34,32,27,28,28,37,45,49,31,29,40,27,33,30,43,0,36,28,29,29,36,27,20,40,27,30,33,28,0,28,30,29,46,25,55,30,38,30,28,28,35,28,30,28,23,29,41,28,28,34,31,31,31,31,54,27,59,46,58,33,30,63,74,32,40,40,32,26,32,48,40,42,45,48,34,29,33,32,30,33,36,29,28,32,43,31,45,27,33,50,44,20,30,27,29,38,24,36,34,31,29,23,26,25,28,23,29,29,30,30,33,59,31,40,28,36,45,50,29,37,33,33,33,29,27,28,41,27,30,37,31,36,35,48,33,29,34,29,37,34,32,27,34,30,54,58,32,43,41,54,42,58,44,33,40,27,37,46,38,30,32,47,28,44,27,30,30,28,29,35,36,31,33
sg_90,42,42,52,30,35,33,37,35,35,45,39,45,40,40,42,42,39,28,34,35,19,21,34,29,39,35,20,11,34,24,41,26,37,45,43,40,21,20,19,28,42,44,19,42,53,46,32,43,42,39,30,37,48,46,35,47,31,31,65,71,41,56,40,39,39,37,35,38,39,33,34,34,41,36,39,39,40,34,32,46,35,41,38,36,38,46,47,43,34,38,41,34,35,39,46,36,0,34,35,37,36,36,39,41,34,39,35,36,36,34,36,37,46,38,59,39,42,45,39,39,38,32,36,28,38,38,43,39,41,41,30,35,39,35,49,28,58,45,58,20,13,61,69,16,38,24,41,26,37,45,34,35,43,47,28,37,43,42,40,37,39,21,20,20,28,42,47,19,42,53,46,35,41,31,39,45,40,43,42,42,39,34,35,19,20,34,29,39,40,39,34,61,42,45,41,40,43,46,39,37,38,38,39,36,36,38,26,40,35,40,39,43,38,47,45,32,36,35,46,36,41,38,40,40,41,60,40,31,45,56,50,61,46,43,47,31,37,51,40,39,38,48,28,45,38,38,38,41,35,41,45,42,42
sg_91,31,31,63,27,27,27,28,30,28,45,32,46,26,28,37,29,25,21,25,26,24,27,24,29,28,25,32,38,29,35,34,26,32,49,46,39,28,31,32,37,29,46,26,30,50,45,28,48,40,49,26,37,43,40,28,49,23,29,67,72,42,61,29,27,31,28,24,29,31,24,27,31,27,30,31,32,35,29,29,33,30,33,25,26,25,33,35,48,17,25,38,25,19,28,42,28,34,0,18,29,26,26,28,38,25,28,28,33,28,0,17,29,47,27,60,27,43,31,27,27,34,25,27,27,25,27,39,28,26,32,27,30,28,28,52,24,58,45,55,32,30,67,75,30,41,35,34,26,31,49,37,41,46,47,30,29,30,27,29,33,33,28,31,32,37,29,49,26,30,50,45,27,27,24,32,46,26,37,37,29,29,25,26,24,28,24,29,28,29,27,32,63,30,43,30,32,45,49,36,37,28,32,31,24,28,26,39,29,30,35,27,35,34,47,31,28,35,31,33,30,31,25,33,27,53,59,33,45,41,52,47,63,39,31,42,26,37,47,38,30,32,44,27,42,28,28,27,26,30,35,32,32,31
sg_92,22,23,67,20,23,30,28,34,33,47,34,47,22,29,42,22,21,25,18,17,24,25,20,29,21,22,29,42,28,42,37,21,34,49,43,45,22,25,30,45,21,52,21,20,53,47,24,46,41,50,23,37,51,45,22,50,28,30,73,79,47,65,19,22,33,20,18,17,22,31,29,23,20,22,26,26,39,20,28,22,27,34,21,23,30,22,47,49,12,17,44,26,23,20,38,29,35,18,0,22,29,28,21,44,26,20,24,32,29,18,1,22,50,24,63,24,44,22,29,31,36,22,25,28,19,21,41,19,21,21,20,34,21,33,53,23,61,47,60,29,25,72,81,27,39,42,37,21,32,49,40,43,43,52,30,21,25,22,22,32,36,22,25,28,45,21,55,21,20,53,47,23,18,22,34,47,22,41,42,22,29,18,17,24,23,20,29,21,19,22,34,71,21,45,21,41,47,52,41,37,28,23,22,35,34,24,44,22,22,39,22,41,36,49,22,21,38,32,22,27,22,21,31,30,56,65,31,50,44,55,51,65,42,23,50,23,37,49,41,22,27,50,28,44,28,19,21,21,29,36,24,22,22
sg_93,18,16,72,20,22,30,26,35,36,48,35,48,21,31,42,18,21,31,20,20,30,30,21,28,20,22,34,44,28,46,38,21,36,53,52,46,26,31,35,49,16,52,28,17,57,48,22,52,45,54,22,36,54,46,13,53,31,34,74,80,47,67,18,16,36,20,21,17,17,28,29,22,17,22,28,29,39,20,25,19,26,36,17,21,32,19,52,55,25,15,42,24,33,31,49,29,37,29,22,0,33,28,18,42,24,31,38,34,29,29,21,0,50,24,65,26,42,17,27,32,38,18,25,28,19,16,42,20,19,18,20,35,24,36,58,25,67,48,65,34,28,74,83,33,39,46,38,21,34,53,41,46,52,53,29,19,25,21,20,32,38,26,31,34,49,16,55,28,17,57,48,22,19,21,35,48,21,43,42,18,30,20,20,30,29,21,28,20,18,16,35,72,19,47,19,42,48,53,40,38,30,18,17,32,33,25,46,20,22,39,21,41,38,51,16,22,38,35,19,26,20,17,33,31,61,67,29,51,46,62,53,69,46,20,46,21,36,52,42,18,27,52,28,45,32,19,21,19,27,36,18,17,18
sg_93A,36,37,56,34,33,32,32,35,35,43,36,47,30,31,35,36,31,30,29,33,33,33,30,31,33,30,37,42,34,44,35,33,34,48,48,41,33,36,35,40,33,47,34,35,51,44,33,48,41,52,30,38,49,32,35,49,33,33,66,70,45,61,36,33,35,32,32,34,36,32,34,36,30,35,33,34,39,35,27,40,32,40,29,30,33,40,40,48,24,34,38,32,31,32,44,36,36,26,29,33,0,32,34,38,32,32,38,35,36,26,28,33,45,30,54,32,41,37,35,34,34,33,33,32,30,25,42,35,30,36,34,35,34,35,54,34,56,43,56,37,35,67,74,32,37,44,35,33,33,48,39,42,48,48,36,34,35,33,35,34,36,33,36,36,40,33,50,34,35,51,44,33,35,29,36,47,30,40,35,36,34,29,33,33,33,30,31,33,36,33,36,63,35,43,33,42,44,51,39,40,34,37,36,32,36,32,41,28,35,39,34,39,34,44,36,35,35,33,40,32,35,29,37,35,53,58,36,44,42,53,49,64,40,36,45,30,38,47,33,35,33,47,32,44,35,32,33,30,36,33,40,37,36
sg_93B,30,27,67,28,24,29,30,29,26,45,31,43,27,31,38,27,27,31,24,24,29,30,24,27,27,23,33,41,29,42,34,23,33,48,49,41,27,29,31,45,26,50,28,30,52,43,28,49,41,52,29,35,49,40,28,50,31,31,65,74,44,61,30,28,35,28,28,30,30,26,33,30,24,27,28,28,43,27,28,33,32,37,26,28,32,33,45,50,27,28,41,27,35,31,45,27,36,26,28,28,32,0,24,41,27,31,35,29,27,26,28,28,50,29,55,28,41,29,29,31,30,27,30,29,29,28,41,29,28,32,28,29,27,26,56,29,59,45,56,33,25,64,76,32,39,42,34,23,31,48,41,43,49,48,32,30,28,27,30,27,34,27,29,29,45,26,53,28,30,52,43,24,30,30,31,43,27,37,38,27,29,24,24,29,27,24,27,27,30,28,34,62,30,44,25,41,43,52,35,36,29,31,30,29,33,30,45,31,27,43,25,38,30,46,30,26,36,34,33,32,30,26,33,31,55,59,32,45,40,58,48,60,42,30,44,28,35,46,39,29,31,48,29,44,33,26,25,28,29,32,32,28,30
sg_93C,17,13,71,16,19,30,29,33,32,47,30,43,17,29,37,14,19,29,16,17,27,29,17,28,18,20,32,44,26,45,34,17,33,51,51,47,22,29,32,49,17,50,27,18,56,45,20,50,42,51,25,36,53,42,17,50,26,31,71,77,41,63,16,18,34,19,18,17,17,29,30,21,17,19,23,26,41,19,25,19,29,30,18,21,31,19,49,55,22,12,42,24,33,28,48,20,39,28,21,18,34,24,0,42,24,28,37,27,20,28,21,18,49,22,59,23,42,15,25,28,34,18,27,28,19,19,40,12,19,18,16,33,22,32,59,24,64,47,59,32,28,70,79,32,40,45,34,17,32,51,40,43,51,53,33,17,20,21,22,31,38,22,29,31,49,17,53,27,18,56,45,19,15,22,30,43,17,39,37,14,28,16,17,27,27,17,28,18,16,18,32,66,18,44,16,37,46,52,33,37,29,17,17,33,29,22,45,23,19,41,21,40,34,50,17,20,36,31,19,29,19,18,28,26,59,64,24,50,43,59,48,66,40,18,47,23,36,50,39,16,26,48,28,44,29,16,22,19,29,34,18,17,17
sg_93D,48,46,62,42,42,38,39,41,41,42,41,49,41,35,46,45,40,37,41,42,41,42,40,39,44,35,42,42,36,45,43,38,42,49,47,43,42,41,42,48,43,47,40,43,51,47,39,48,42,53,41,44,47,45,44,45,37,37,64,69,47,60,44,41,42,44,42,46,49,39,41,45,42,46,40,37,41,46,39,51,41,42,39,41,39,51,44,52,41,44,0,38,42,41,46,40,41,38,44,42,38,41,42,0,38,41,42,39,40,38,44,42,47,41,53,43,41,47,41,38,45,43,39,38,39,39,40,41,39,46,42,41,44,41,53,39,54,42,52,42,41,66,72,40,40,45,43,38,42,49,42,46,47,49,37,46,42,44,45,47,44,42,41,41,48,43,50,40,43,51,47,42,48,36,41,49,41,44,46,45,40,41,42,41,41,40,39,44,44,41,39,60,45,44,44,43,45,47,43,40,45,48,49,40,44,40,45,38,45,41,43,40,45,48,48,44,34,39,51,43,43,39,44,43,52,55,42,47,42,54,50,60,46,49,48,41,44,51,43,46,44,48,38,43,40,43,42,39,40,45,50,45,48
sg_93E,24,25,65,27,21,28,25,32,33,42,32,44,21,24,35,27,20,24,19,24,21,22,19,28,25,25,31,40,28,41,35,21,34,48,46,44,24,27,31,43,25,43,26,27,53,47,25,50,42,51,22,36,44,41,22,46,24,30,67,73,40,62,26,24,34,21,25,25,26,26,25,27,24,26,26,29,37,25,25,30,31,31,22,19,25,30,37,50,26,23,38,0,30,28,35,27,34,25,26,24,32,27,24,38,0,28,34,32,27,25,25,24,47,21,56,27,42,26,25,27,38,25,26,27,22,23,35,24,22,26,27,32,27,33,51,26,58,42,58,31,24,69,77,31,39,41,35,21,33,48,39,43,46,47,30,26,25,26,25,32,35,24,27,29,43,25,46,26,27,53,47,21,26,24,32,44,21,38,35,27,27,19,24,21,26,19,28,25,26,24,33,64,25,41,25,37,46,51,33,38,29,26,26,29,32,24,35,23,25,37,22,37,38,48,27,26,36,33,30,32,27,22,31,26,57,58,30,44,45,54,48,62,44,28,41,23,36,49,37,25,28,47,27,41,25,25,24,22,28,35,28,25,24
sg_93F,32,31,65,29,30,33,29,36,36,42,34,45,31,33,40,32,29,29,26,27,29,30,27,34,26,27,35,45,30,41,37,30,34,44,46,44,26,30,34,47,30,47,29,29,50,45,29,45,40,47,30,34,49,30,31,47,28,29,69,73,42,61,30,30,33,30,28,28,31,31,30,29,27,30,27,29,40,31,28,33,29,33,29,29,31,33,48,47,21,25,41,28,33,0,33,30,39,28,20,31,32,31,28,41,28,0,22,36,30,28,21,31,48,30,53,27,40,32,30,32,35,28,28,30,28,29,37,29,29,33,29,36,29,36,51,29,58,42,53,35,30,67,74,34,40,41,37,30,33,44,39,40,46,46,31,33,29,30,31,32,35,26,30,33,47,30,50,29,29,50,45,30,29,31,34,45,31,39,40,32,32,26,27,29,27,27,34,26,30,30,36,68,29,44,30,38,47,50,35,38,30,32,31,33,33,27,45,28,30,40,31,40,35,48,32,31,39,30,33,28,29,29,30,30,53,60,31,46,37,59,47,58,41,33,45,30,34,46,29,23,31,46,30,42,26,30,25,29,30,33,33,31,32
sg_93G,37,38,61,35,36,38,32,37,38,44,35,45,39,37,42,39,36,30,34,34,32,32,35,36,36,34,34,41,36,40,41,38,36,41,42,42,31,30,33,46,36,47,33,37,52,43,32,43,39,46,34,34,47,42,36,48,32,31,70,75,43,60,35,37,35,33,34,34,36,36,35,31,36,34,33,32,39,33,32,41,33,39,37,34,36,41,52,43,23,33,42,34,26,22,17,33,35,28,24,38,38,35,37,42,34,22,0,35,33,28,25,38,45,36,56,33,41,40,37,34,39,30,33,33,31,36,41,35,37,39,35,37,36,38,47,35,60,44,52,34,31,69,73,30,38,40,41,38,35,41,43,38,42,53,39,38,38,37,38,38,39,31,30,34,46,36,50,33,37,52,43,36,36,34,35,45,39,42,42,39,38,34,34,32,30,35,36,36,35,37,37,66,35,44,38,39,44,50,40,39,35,36,36,37,37,31,44,33,34,39,36,43,39,43,40,33,38,30,41,33,35,37,35,36,52,60,36,47,41,57,47,59,42,40,48,34,34,46,38,36,31,48,33,43,35,36,34,37,32,37,42,37,37
sg_93H,35,32,66,33,28,26,34,34,34,42,33,42,29,34,35,33,31,33,28,29,34,33,27,27,34,33,35,37,21,40,34,25,33,43,45,34,34,34,35,41,32,46,32,34,46,39,30,50,42,49,31,36,50,40,34,46,31,35,69,72,42,60,35,33,37,33,34,35,36,35,34,32,35,33,32,34,36,35,30,40,33,35,32,32,34,40,42,51,35,35,39,32,33,36,44,28,36,33,32,34,35,29,27,39,32,36,35,0,28,33,32,34,43,31,51,34,41,34,33,32,35,32,32,33,31,34,44,33,33,37,33,34,36,34,47,33,56,42,53,35,34,63,70,33,30,40,34,25,32,43,39,41,45,48,30,33,35,33,32,34,38,34,34,35,41,32,48,32,34,46,39,28,35,32,33,42,29,34,35,33,33,28,29,34,36,27,27,34,35,33,38,59,35,41,30,37,47,51,35,39,36,35,36,37,30,33,41,31,33,36,34,37,35,44,37,34,32,34,40,32,35,32,38,36,53,60,35,44,40,56,44,56,42,36,43,31,36,44,38,34,35,44,33,46,35,32,32,33,33,35,38,34,35
sg_93I,33,28,66,31,20,30,30,31,31,46,29,38,24,31,34,31,26,26,23,26,25,24,23,29,29,28,33,41,31,40,32,26,33,48,45,45,29,28,33,43,31,42,27,33,50,44,27,47,41,50,27,37,46,39,30,46,26,31,64,69,37,59,30,30,34,28,30,31,33,27,29,29,30,30,32,31,37,30,30,37,34,32,27,28,28,37,45,49,31,29,40,27,33,30,43,0,36,28,29,29,36,27,20,40,27,30,33,28,0,28,30,29,46,25,55,30,38,30,28,28,35,28,30,28,23,29,41,28,28,34,31,31,31,31,54,27,59,46,58,33,30,63,74,32,40,40,32,26,32,48,40,42,45,48,34,29,33,32,30,33,36,29,28,32,43,31,45,27,33,50,44,20,30,27,29,38,24,36,34,31,29,23,26,25,28,23,29,29,30,30,33,59,31,40,28,36,45,50,29,37,33,33,33,29,27,28,41,27,30,37,31,36,35,48,33,29,34,29,37,34,32,27,34,30,54,58,32,43,41,54,42,58,44,33,40,27,37,46,38,30,32,47,28,44,27,30,30,28,29,35,36,31,33
